"Judgenum","judge","nomination_date","confirmation_date","confirmation_vote","appointed_by","pres_start_date","start_active_date","end_active_date","end_senior_date","court","court_type","months_from_inauguration"
53,"Barry, Maryanne Trump","1999-06-17","1999-09-13",NA,"Bill Clinton","1993-01-01","1999-09-22","2011-06-30","2018-01-10","Third","District",80
54,"Fisher, Raymond C.","1999-03-15","1999-10-05",NA,"Bill Clinton","1993-01-01","1999-10-12","2013-04-01","2018-01-10","Ninth","District",81
55,"Williams, Ann Claire","1999-08-05","1999-11-10",NA,"Bill Clinton","1993-01-01","1999-11-15","2017-06-05","2018-01-10","Seventh","District",82
56,"Gould, Ronald M.","1999-01-26","1999-11-17",NA,"Bill Clinton","1993-01-01","1999-11-22","2018-01-10",NA,"Ninth","District",82
57,"Linn, Richard","1999-09-28","1999-11-19",NA,"Bill Clinton","1993-01-01","1999-11-22","2012-10-31","2018-01-10","Fed. Cir.","District",82
58,"Ambro, Thomas L.","1999-09-28","2000-02-10",NA,"Bill Clinton","1993-01-01","2000-02-16","2018-01-10",NA,"Third","District",85
59,"Bye, Kermit Edward","1999-04-22","2000-02-24",NA,"Bill Clinton","1993-01-01","2000-03-09","2015-04-22","2016-09-01","Eighth","District",86
60,"Fuentes, Julio M.","1999-03-08","2000-03-07",NA,"Bill Clinton","1993-01-01","2000-03-09","2016-07-18","2018-01-10","Third","District",86
61,"Berzon, Marsha S.","1999-01-26","2000-03-09",NA,"Bill Clinton","1993-01-01","2000-03-16","2018-01-10",NA,"Ninth","District",86
62,"Paez, Richard","1999-01-26","2000-03-09",NA,"Bill Clinton","1993-01-01","2000-03-14","2018-01-10",NA,"Ninth","District",86
63,"Dyk, Timothy B.","1999-01-26","2000-05-24",NA,"Bill Clinton","1993-01-01","2000-05-25","2018-01-10",NA,"Fed. Cir.","District",88
64,"Tallman, Richard","1999-10-20","2000-05-24",NA,"Bill Clinton","1993-01-01","2000-05-25","2018-01-10",NA,"Ninth","District",88
65,"Rawlinson, Johnnie B.","2000-02-22","2000-07-21",NA,"Bill Clinton","1993-01-01","2000-07-26","2018-01-10",NA,"Ninth","District",90
66,"Gregory, Roger",NA,NA,NA,"Bill Clinton","1993-01-01","2000-12-27","2018-01-10",NA,"Fourth","District",95
1,"Fernandez, Ferdinand Francis","1989-02-28","1989-05-18",NA,"George H. W. Bush","1989-01-01","1989-05-22","2002-06-01","2018-01-10","Ninth","District",4
2,"Rymer, Pamela Ann","1989-02-28","1989-05-18",NA,"George H. W. Bush","1989-01-01","1989-05-22","2011-09-21",NA,"Ninth","District",4
3,"Cyr, Conrad K.","1989-08-04","1989-10-24",NA,"George H. W. Bush","1989-01-01","1989-11-20","1997-01-31","2016-07-28","First","District",10
4,"Plager, S. Jay","1989-09-12","1989-11-08",NA,"George H. W. Bush","1989-01-01","1989-11-11","2000-11-30","2018-01-10","Fed. Cir.","District",10
5,"Walker, Jr., John Mercer","1989-09-21","1989-11-22",NA,"George H. W. Bush","1989-01-01","1989-11-27","2006-09-30","2018-01-10","Second","District",10
6,"Thomas, Clarence","1989-10-30","1990-03-06",NA,"George H. W. Bush","1989-01-01","1990-03-06","1991-10-17",NA,"D.C. Cir.","District",14
7,"Barksdale, Rhesa Hawkins","1989-11-17","1990-03-09",NA,"George H. W. Bush","1989-01-01","1990-03-12","2009-08-08","2018-01-10","Fifth","District",14
8,"Wiener, Jr., Jacques Loeb","1989-11-17","1990-03-09",NA,"George H. W. Bush","1989-01-01","1990-03-12","2010-09-30","2018-01-10","Fifth","District",14
9,"Lourie, Alan David","1990-01-24","1990-04-05",NA,"George H. W. Bush","1989-01-01","1990-04-06","2018-01-10",NA,"Fed. Cir.","District",15
10,"Clevenger III, Raymond Charles","1990-01-24","1990-04-27",NA,"George H. W. Bush","1989-01-01","1990-04-30","2006-02-01","2018-01-10","Fed. Cir.","District",15
11,"Souter, David","1990-01-24","1990-04-27",NA,"George H. W. Bush","1989-01-01","1990-04-30","1990-10-08",NA,"First","District",15
12,"Alito, Samuel","1990-02-20","1990-04-27",NA,"George H. W. Bush","1989-01-01","1990-04-30","2006-01-31",NA,"Third","District",15
13,"Birch, Jr., Stanley F.","1990-03-22","1990-05-11",NA,"George H. W. Bush","1989-01-01","1990-05-14","2010-08-29",NA,"Eleventh","District",16
14,"Suhrheinrich, Richard Fred","1990-04-18","1990-06-29",NA,"George H. W. Bush","1989-01-01","1990-07-10","2001-08-15","2018-01-10","Sixth","District",18
15,"Henderson, Karen L.","1990-05-08","1990-06-29",NA,"George H. W. Bush","1989-01-01","1990-07-05","2018-01-10",NA,"D.C. Cir.","District",18
16,"Randolph, Arthur Raymond","1990-05-08","1990-07-13",NA,"George H. W. Bush","1989-01-01","1990-07-16","2008-11-01","2018-01-10","D.C. Cir.","District",18
17,"Niemeyer, Paul V.","1990-05-11","1990-08-04",NA,"George H. W. Bush","1989-01-01","1990-08-07","2018-01-10",NA,"Fourth","District",19
18,"Rader, Randall Ray","1990-06-12","1990-08-04",NA,"George H. W. Bush","1989-01-01","1990-08-09","2014-06-30",NA,"Fed. Cir.","District",19
19,"Dubina, Joel Fredrick","1990-06-07","1990-09-28",NA,"George H. W. Bush","1989-01-01","1990-10-01","2013-10-26","2018-01-10","Eleventh","District",21
20,"McLaughlin, Joseph M.","1990-07-10","1990-10-12",NA,"George H. W. Bush","1989-01-01","1990-10-17","1998-03-20","2013-08-08","Second","District",21
21,"Nelson, Thomas G.","1990-07-18","1990-10-12",NA,"George H. W. Bush","1989-01-01","1990-10-17","2003-11-14","2011-05-04","Ninth","District",21
22,"Loken, James B.","1990-09-10","1990-10-12",NA,"George H. W. Bush","1989-01-01","1990-10-17","2018-01-10",NA,"Eighth","District",21
23,"Garza, Emilio M.","1991-04-11","1991-05-24",NA,"George H. W. Bush","1989-01-01","1991-05-30","2012-08-01","2015-01-05","Fifth","District",28
24,"Roth, Jane Richards","1991-05-16","1991-06-28",NA,"George H. W. Bush","1989-01-01","1991-07-02","2006-05-31","2018-01-10","Third","District",30
25,"Hamilton, Clyde H.","1991-06-12","1991-07-18",NA,"George H. W. Bush","1989-01-01","1991-07-22","1999-11-30","2018-01-10","Fourth","District",30
26,"Luttig, J. Michael","1991-04-23","1991-07-29",NA,"George H. W. Bush","1989-01-01","1991-08-02","2006-05-10",NA,"Fourth","District",31
27,"Kleinfeld, Andrew","1991-05-23","1991-09-12",NA,"George H. W. Bush","1989-01-01","1991-09-16","2010-06-12","2018-01-10","Ninth","District",32
28,"Siler, Jr., Eugene Edward","1991-06-16","1991-09-12",NA,"George H. W. Bush","1989-01-01","1991-09-16","2001-12-31","2018-01-10","Sixth","District",32
29,"Hansen, David Rasmussen","1991-07-30","1991-11-15",NA,"George H. W. Bush","1989-01-01","1991-11-18","2003-04-01","2018-01-10","Eighth","District",34
30,"Batchelder, Alice M.","1991-06-12","1991-11-27",NA,"George H. W. Bush","1989-01-01","1991-12-02","2018-01-10",NA,"Sixth","District",35
31,"DeMoss, Jr., Harold R.","1991-06-27","1991-11-27",NA,"George H. W. Bush","1989-01-01","1991-12-02","2007-07-01","2015-04-16","Fifth","District",35
32,"Williams, Karen J.","1992-01-27","1992-02-27",NA,"George H. W. Bush","1989-01-01","1992-03-02","2009-07-08",NA,"Fourth","District",38
33,"Kelly, Jr., Paul Joseph","1991-11-19","1992-04-08",NA,"George H. W. Bush","1989-01-01","1992-04-13","2018-01-01","2018-01-10","Tenth","District",39
34,"Arnold, Morris S.","1991-11-06","1992-05-21",NA,"George H. W. Bush","1989-01-01","1992-05-26","2006-10-09","2018-01-10","Eighth","District",40
35,"Boudin, Michael","1992-03-20","1992-05-21",NA,"George H. W. Bush","1989-01-01","1992-05-26","2013-06-01","2018-01-10","First","District",40
36,"Stahl, Norman H.","1992-04-09","1992-06-26",NA,"George H. W. Bush","1989-01-01","1992-06-30","2001-04-16","2018-01-10","First","District",41
37,"Black, Susan H.","1992-03-10","1992-08-11",NA,"George H. W. Bush","1989-01-01","1992-08-12","2011-02-25","2018-01-10","Eleventh","District",43
38,"Schall, Alvin Anthony","1992-03-03","1992-08-12",NA,"George H. W. Bush","1989-01-01","1992-08-17","2009-10-05","2018-01-10","Fed. Cir.","District",43
39,"Rovner, Ilana","1992-07-02","1992-08-12",NA,"George H. W. Bush","1989-01-01","1992-08-17","2018-01-10",NA,"Seventh","District",43
40,"Carnes, Edward Earl","1992-01-27","1992-09-09",NA,"George H. W. Bush","1989-01-01","1992-09-10","2018-01-10",NA,"Eleventh","District",44
41,"Jacobs, Dennis G.","1992-03-20","1992-09-29",NA,"George H. W. Bush","1989-01-01","1992-10-02","2018-01-10",NA,"Second","District",45
42,"Lewis, Timothy K.","1992-09-17","1992-10-08",NA,"George H. W. Bush","1989-01-01","1992-10-09","1999-06-30",NA,"Third","District",45
1,"Chapman, Robert F.","1981-07-16","1981-09-16",NA,"Ronald Reagan","1981-01-01","1981-09-19","1991-05-31","2018-01-10","Fourth","District",8
2,"Garwood, William Lockhart","1981-09-17","1981-10-21",NA,"Ronald Reagan","1981-01-01","1981-10-26","1997-01-23","2011-07-14","Fifth","District",9
3,"Cardamone, Richard J.","1981-10-01","1981-10-29",NA,"Ronald Reagan","1981-01-01","1981-10-29","1993-11-13","2015-10-16","Second","District",9
4,"Pierce, Lawrence W.","1981-09-08","1981-11-18",NA,"Ronald Reagan","1981-01-01","1981-11-18","1990-01-01","1995-03-31","Second","District",10
5,"Eschbach, Jesse E.","1981-10-20","1981-11-24",NA,"Ronald Reagan","1981-01-01","1981-12-01","2000-10-01","2005-10-25","Seventh","District",11
6,"Posner, Richard","1981-10-27","1981-11-24",NA,"Ronald Reagan","1981-01-01","1981-12-01","2017-09-02","4712-12-31","Seventh","District",11
7,"Becker, Edward Roy","1981-11-16","1981-12-03",NA,"Ronald Reagan","1981-01-01","1981-12-03","2003-05-04","2006-05-19","Third","District",11
8,"Winter Jr., Ralph K.","1981-11-18","1981-12-09",NA,"Ronald Reagan","1981-01-01","1981-12-10","2000-09-30","2018-01-10","Second","District",11
9,"Bork, Robert","1981-12-07","1982-02-08",NA,"Ronald Reagan","1981-01-01","1982-02-09","1988-02-05","4712-12-31","D.C.","District",13
10,"Contie Jr., Leroy John","1982-01-26","1982-03-04",NA,"Ronald Reagan","1981-01-01","1982-03-09","1986-06-30","2001-05-11","Sixth","District",14
11,"Gibson, John R.","1982-02-02","1982-03-04",NA,"Ronald Reagan","1981-01-01","1982-03-09","1994-01-01","2014-04-19","Eighth","District",14
12,"Krupansky, Robert B.","1982-01-28","1982-03-04",NA,"Ronald Reagan","1981-01-01","1982-03-10","1991-07-01","2004-11-08","Sixth","District",14
13,"Coffey, John Louis","1982-02-19","1982-03-18",NA,"Ronald Reagan","1981-01-01","1982-03-19","2012-01-01","2012-11-10","Seventh","District",14
14,"Pratt, George C.","1982-04-26","1982-06-18",NA,"Ronald Reagan","1981-01-01","1982-06-21","1993-05-22","1995-01-31","Second","District",17
15,"Higginbotham, Patrick","1982-07-01","1982-07-27",NA,"Ronald Reagan","1981-01-01","1982-07-30","2006-08-28","2018-01-10","Fifth","District",18
16,"Jolly, E. Grady","1982-07-01","1982-07-27",NA,"Ronald Reagan","1981-01-01","1982-07-30","2017-10-03","2018-01-10","Fifth","District",18
17,"Scalia, Antonin","1982-07-15","1982-08-05",NA,"Ronald Reagan","1981-01-01","1982-08-17","1986-09-26","4712-12-31","D.C.","District",19
18,"Wellford, Harry W.","1982-07-27","1982-08-20",NA,"Ronald Reagan","1981-01-01","1982-08-20","1991-01-15","2018-01-10","Sixth","District",19
19,"Fagg, George Gardner","1982-09-22","1982-10-01",NA,"Ronald Reagan","1981-01-01","1982-10-01","1999-05-01","2015-07-14","Eighth","District",21
20,"Flaum, Joel","1983-04-14","1983-05-04",NA,"Ronald Reagan","1981-01-01","1983-05-05","2018-01-10","4712-12-31","Seventh","District",28
21,"Bowman II, Pasco","1983-05-24","1983-07-18",NA,"Ronald Reagan","1981-01-01","1983-07-19","2003-08-01","2018-01-10","Eighth","District",30
22,"Starr, Ken","1983-09-13","1983-09-20",NA,"Ronald Reagan","1981-01-01","1983-09-20","1989-05-26","4712-12-31","D.C.","District",32
23,"Davis, W. Eugene","1983-11-01","1983-11-15",NA,"Ronald Reagan","1981-01-01","1983-11-16","2016-12-31","2018-01-10","Fifth","District",34
24,"Newman, Pauline","1984-01-30","1984-02-27",NA,"Ronald Reagan","1981-01-01","1984-02-28","2018-01-10","4712-12-31","Federal","District",37
25,"Beezer, Robert R.","1984-03-02","1984-03-27",NA,"Ronald Reagan","1981-01-01","1984-03-28","1996-07-31","2012-03-30","Ninth","District",38
26,"Bissell, Jean Galloway","1984-05-24","1984-06-08",NA,"Ronald Reagan","1981-01-01","1984-06-11","1990-02-04","4712-12-31","Federal","District",41
27,"Hill, Robert Madden","1984-06-04","1984-06-15",NA,"Ronald Reagan","1981-01-01","1984-06-15","1987-10-19","4712-12-31","Fifth","District",41
28,"Wilkinson III, J. Harvie","1983-11-10","1984-08-09",NA,"Ronald Reagan","1981-01-01","1984-08-13","2018-01-10","4712-12-31","Fourth","District",43
29,"Hall, Cynthia Holcomb","1984-08-01","1984-10-03",NA,"Ronald Reagan","1981-01-01","1984-10-04","1997-08-31","2011-02-26","Ninth","District",45
30,"Milburn, Herbert Theodore","1984-09-06","1984-10-03",NA,"Ronald Reagan","1981-01-01","1984-10-04","1996-07-01","2016-04-01","Sixth","District",45
31,"Sneeden, Emory M.","1984-08-01","1984-10-04",NA,"Ronald Reagan","1981-01-01","1984-10-04","1986-03-01","4712-12-31","Fourth","District",45
32,"Torruella, Juan R.","1984-08-01","1984-10-03",NA,"Ronald Reagan","1981-01-01","1984-10-04","2018-01-10","4712-12-31","First","District",45
33,"Wiggins, Charles E.","1984-08-01","1984-08-03",NA,"Ronald Reagan","1981-01-01","1984-08-11","1996-12-31","2000-03-02","Ninth","District",43
34,"Brunetti, Melvin T.","1985-02-26","1985-04-03",NA,"Ronald Reagan","1981-01-01","1985-04-04","1999-11-11","2009-10-30","Ninth","District",51
35,"Easterbrook, Frank H.","1985-02-25","1985-04-03",NA,"Ronald Reagan","1981-01-01","1985-04-04","2018-01-10","4712-12-31","Seventh","District",51
36,"Jones, Edith","1985-02-27","1985-04-03",NA,"Ronald Reagan","1981-01-01","1985-04-04","2018-01-10","4712-12-31","Fifth","District",51
37,"Mansmann, Carol Los","1985-03-07","1985-04-03",NA,"Ronald Reagan","1981-01-01","1985-04-04","2002-03-09","4712-12-31","Third","District",51
38,"Stapleton, Walter King","1985-03-27","1985-04-03",NA,"Ronald Reagan","1981-01-01","1985-04-04","1999-06-02","2018-01-10","Third","District",51
39,"Porfilio, John Carbone","1985-04-05","1985-05-03",NA,"Ronald Reagan","1981-01-01","1985-05-10","1999-10-15","2018-01-10","Tenth","District",52
40,"Ripple, Kenneth Francis","1985-04-01","1985-05-03",NA,"Ronald Reagan","1981-01-01","1985-05-10","2008-09-01","2018-01-10","Seventh","District",52
41,"Miner, Roger","1985-06-25","1985-07-22",NA,"Ronald Reagan","1981-01-01","1985-07-22","1997-01-01","2012-02-18","Second","District",54
42,"Wollman, Roger Leland","1985-06-25","1985-07-19",NA,"Ronald Reagan","1981-01-01","1985-07-22","2018-01-10","4712-12-31","Eighth","District",54
43,"Anderson, Stephen Hale","1985-07-23","1985-10-16",NA,"Ronald Reagan","1981-01-01","1985-10-16","2000-01-01","2018-01-10","Tenth","District",57
44,"Guy Jr., Ralph B.","1985-07-23","1985-10-16",NA,"Ronald Reagan","1981-01-01","1985-10-17","1994-09-01","2018-01-10","Sixth","District",57
45,"Nelson, David Aldrich","1985-09-09","1985-10-16",NA,"Ronald Reagan","1981-01-01","1985-10-17","1999-10-01","2010-10-01","Sixth","District",57
46,"Ryan, James L.","1985-09-09","1985-10-16",NA,"Ronald Reagan","1981-01-01","1985-10-17","2000-01-01","2018-01-10","Sixth","District",57
47,"Silberman, Laurence","1985-09-11","1985-10-25",NA,"Ronald Reagan","1981-01-01","1985-10-28","2000-11-01","2018-01-10","D.C.","District",57
48,"Kozinski, Alex","1985-06-05","1985-11-07",NA,"Ronald Reagan","1981-01-01","1985-11-07","2017-12-18","4712-12-31","Ninth","District",58
49,"Tacha, Deanell Reece","1985-10-31","1985-12-16",NA,"Ronald Reagan","1981-01-01","1985-12-16","2011-01-27","2011-06-01","Tenth","District",59
50,"Altimari, Frank X.","1985-10-23","1985-12-16",NA,"Ronald Reagan","1981-01-01","1985-12-17","1996-01-01","1998-07-19","Second","District",59
51,"Archer Jr., Glenn Leroy","1985-10-16","1985-12-16",NA,"Ronald Reagan","1981-01-01","1985-12-17","1997-12-24","2011-07-27","Federal","District",59
52,"Baldock, Bobby Ray","1985-10-07","1985-12-16",NA,"Ronald Reagan","1981-01-01","1985-12-17","2001-01-26","2018-01-10","Tenth","District",59
53,"Buckley, James L.","1985-10-16","1985-12-17",NA,"Ronald Reagan","1981-01-01","1985-12-17","1996-08-31","2018-01-10","D.C.","District",59
54,"Noonan Jr., John T.","1985-10-16","1985-12-16",NA,"Ronald Reagan","1981-01-01","1985-12-17","1996-12-27","2017-04-17","Ninth","District",59
55,"Thompson, David R.","1985-10-07","1985-12-16",NA,"Ronald Reagan","1981-01-01","1985-12-17","1998-12-31","2011-02-19","Ninth","District",59
56,"Magill, Frank J.","1986-01-21","1986-03-03",NA,"Ronald Reagan","1981-01-01","1986-03-04","1997-04-01","2013-06-02","Eighth","District",62
57,"Boggs, Danny Julian","1986-01-29","1986-03-03",NA,"Ronald Reagan","1981-01-01","1986-03-25","2017-02-28","2018-01-10","Sixth","District",62
58,"Mahoney, J. Daniel","1986-02-07","1986-03-27",NA,"Ronald Reagan","1981-01-01","1986-04-07","1996-10-23","4712-12-31","Second","District",63
59,"Edmondson, James Larry","1986-03-26","1986-04-29",NA,"Ronald Reagan","1981-01-01","1986-05-07","2012-07-15","2018-01-10","Eleventh","District",64
60,"Wilkins, William Walter","1986-06-03","1986-06-13",NA,"Ronald Reagan","1981-01-01","1986-06-16","2007-07-01","2008-10-05","Fourth","District",65
61,"Williams, Stephen F.","1986-02-19","1986-06-13",NA,"Ronald Reagan","1981-01-01","1986-06-16","2001-09-30","2018-01-10","D.C.","District",65
62,"Norris, Alan Eugene","1986-04-22","1986-06-06",NA,"Ronald Reagan","1981-01-01","1986-07-01","2001-07-01","2018-01-10","Sixth","District",66
63,"Manion, Daniel Anthony","1986-02-21","1986-06-26",NA,"Ronald Reagan","1981-01-01","1986-07-24","2007-12-18","2018-01-10","Seventh","District",66
64,"O'Scannlain, Diarmuid","1986-08-11","1986-09-25",NA,"Ronald Reagan","1981-01-01","1986-09-26","2016-12-31","2018-01-10","Ninth","District",68
65,"Ginsburg, Douglas H.","1986-09-23","1986-10-08",NA,"Ronald Reagan","1981-01-01","1986-10-14","2011-10-14","2018-01-10","Ninth","District",69
66,"Selya, Bruce M.","1986-09-26","1986-10-08",NA,"Ronald Reagan","1981-01-01","1986-10-14","2006-12-31","2018-01-10","First","District",69
67,"Greenberg, Morton Ira","1987-02-11","1987-03-20",NA,"Ronald Reagan","1981-01-01","1987-03-23","2000-06-30","2018-01-10","Third","District",74
68,"Leavy, Edward","1987-02-02","1987-03-20",NA,"Ronald Reagan","1981-01-01","1987-03-23","1997-05-19","2018-01-10","Ninth","District",74
69,"Kanne, Michael Stephen","1987-02-02","1987-05-19",NA,"Ronald Reagan","1981-01-01","1987-05-20","2018-01-10","4712-12-31","Seventh","District",76
70,"Mayer, Haldane Robert","1987-02-03","1987-06-11",NA,"Ronald Reagan","1981-01-01","1987-06-15","2010-06-30","2018-01-10","Federal","District",77
71,"Hutchinson, William D.","1987-06-26","1987-08-05",NA,"Ronald Reagan","1981-01-01","1987-08-06","1995-10-08","4712-12-31","Third","District",79
72,"Scirica, Anthony Joseph","1987-06-26","1987-08-05",NA,"Ronald Reagan","1981-01-01","1987-08-06","2013-07-01","2018-01-10","Third","District",79
73,"Sentelle, David B.","1987-02-02","1987-09-09",NA,"Ronald Reagan","1981-01-01","1987-09-11","2013-02-12","2018-01-10","D.C.","District",80
74,"Beam, C. Arlen","1987-07-01","1987-11-06",NA,"Ronald Reagan","1981-01-01","1987-11-09","2001-02-01","2018-01-10","Eighth","District",82
75,"Cowen, Robert","1987-08-07","1987-11-06",NA,"Ronald Reagan","1981-01-01","1987-11-09","1998-09-04","2018-01-10","Third","District",82
76,"Smith, Jerry Edwin","1987-06-02","1987-12-19",NA,"Ronald Reagan","1981-01-01","1987-12-21","2018-01-10","4712-12-31","Fifth","District",83
77,"Brorby, Wade","1987-08-07","1988-02-16",NA,"Ronald Reagan","1981-01-01","1988-02-17","2001-05-25","2018-01-10","Tenth","District",85
78,"Michel, Paul Redmond","1987-12-19","1988-02-29",NA,"Ronald Reagan","1981-01-01","1988-03-04","2010-05-31","4712-12-31","Federal","District",86
79,"Trott, Stephen S.","1987-08-07","1988-03-24",NA,"Ronald Reagan","1981-01-01","1988-03-25","2004-12-31","2018-01-10","Ninth","District",86
80,"Cox, Emmett Ripley","1987-12-19","1988-04-15",NA,"Ronald Reagan","1981-01-01","1988-04-18","2000-12-18","2018-01-10","Eleventh","District",87
81,"Ebel, David M.","1987-12-18","1988-04-19",NA,"Ronald Reagan","1981-01-01","1988-04-20","2006-01-16","2018-01-10","Tenth","District",87
82,"Duhé Jr., John Malcolm","1988-06-27","1988-10-14",NA,"Ronald Reagan","1981-01-01","1988-10-17","1999-04-07","2018-01-10","Fifth","District",93
83,"Nygaard, Richard Lowell","1988-05-25","1988-10-14",NA,"Ronald Reagan","1981-01-01","1988-10-17","2005-07-09","2018-01-10","Third","District",93
1,"Hug Jr., Procter Ralph","1977-08-29","1977-09-15",NA,"Jimmy Carter","1977-01-01","1977-09-15","2002-01-01","2017-11-30","Ninth","District",8
2,"Rubin, Alvin Benjamin","1977-08-16","1977-09-16",NA,"Jimmy Carter","1977-01-01","1977-09-19","1989-07-01","1991-06-11","Fifth","District",8
3,"Bownes, Hugh H.","1977-09-19","1977-10-07",NA,"Jimmy Carter","1977-01-01","1977-10-11","1990-01-01","2003-11-05","First","District",9
4,"Higginbotham Jr., A. Leon","1977-09-19","1977-10-07",NA,"Jimmy Carter","1977-01-01","1977-10-11","1991-01-31","1993-03-05","Third","District",9
5,"Tang, Thomas","1977-08-29","1977-10-07",NA,"Jimmy Carter","1977-01-01","1977-10-12","1993-10-12","1995-07-18","Ninth","District",9
6,"Keith, Damon","1977-09-28","1977-10-20",NA,"Jimmy Carter","1977-01-01","1977-10-21","1995-05-01","2018-01-10","Sixth","District",9
7,"Merritt Jr., Gilbert S.","1977-08-25","1977-10-29",NA,"Jimmy Carter","1977-01-01","1977-10-31","2001-01-17","2018-01-10","Sixth","District",9
8,"McKay, Monroe G.","1977-11-02","1977-11-29",NA,"Jimmy Carter","1977-01-01","1977-12-01","1993-12-31","2018-01-10","Tenth","District",11
9,"Vance, Robert Smith","1977-11-04","1977-12-15",NA,"Jimmy Carter","1977-01-01","1977-12-15","1981-10-01","4712-12-31","Fifth","District",11
10,"Logan, James Kenneth","1977-11-04","1977-12-15",NA,"Jimmy Carter","1977-01-01","1977-12-16","1994-08-31","1998-07-15","Tenth","District",11
11,"Phillips Jr., James Dickson","1978-07-20","1978-08-11",NA,"Jimmy Carter","1977-01-01","1978-08-11","1994-07-31","2017-08-27","Fourth","District",19
12,"McMillian, Theodore","1978-08-03","1978-09-22",NA,"Jimmy Carter","1977-01-01","1978-09-23","2003-07-01","2006-01-18","Eighth","District",20
13,"Kravitch, Phyllis A.","1979-01-19","1979-03-21",NA,"Jimmy Carter","1977-01-01","1979-03-23","1981-10-01","4712-12-31","Fifth","District",26
14,"Johnson, Frank Minis","1979-04-02","1979-06-19",NA,"Jimmy Carter","1977-01-01","1979-06-21","1981-10-01","4712-12-31","Fifth","District",29
15,"Kearse, Amalya Lyle","1979-05-03","1979-06-19",NA,"Jimmy Carter","1977-01-01","1979-06-21","2002-06-11","2018-01-10","Second","District",29
16,"Newman, Jon O.","1979-04-30","1979-06-19",NA,"Jimmy Carter","1977-01-01","1979-06-21","1997-07-01","2018-01-10","Second","District",29
17,"Sloviter, Dolores","1979-04-04","1979-06-19",NA,"Jimmy Carter","1977-01-01","1979-06-21","2013-06-21","2018-01-10","Third","District",29
18,"Anderson III, R. Lanier","1979-04-18","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","1981-10-01","4712-12-31","Fifth","District",30
19,"Garza, Reynaldo Guerra","1979-04-30","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","1982-07-07","2004-09-14","Fifth","District",30
20,"Hatchett, Joseph Woodrow","1979-05-17","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","1981-10-01","4712-12-31","Fifth","District",30
21,"Henderson, Albert John","1979-04-18","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","1981-10-01","4712-12-31","Fifth","District",30
22,"King, Carolyn Dineen","1979-04-30","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","2013-12-31","2018-01-10","Fifth","District",30
23,"Murnaghan Jr., Francis Dominic","1979-05-08","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","2000-08-31","4712-12-31","Fourth","District",30
24,"Politz, Henry Anthony","1979-05-03","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","1999-08-10","2002-05-25","Fifth","District",30
25,"Reavley, Thomas Morrow","1979-05-17","1979-07-12",NA,"Jimmy Carter","1977-01-01","1979-07-13","1990-08-01","2018-01-10","Fifth","District",30
26,"Wald, Patricia","1979-04-30","1979-07-24",NA,"Jimmy Carter","1977-01-01","1979-07-26","1999-11-16","4712-12-31","D.C.","District",30
27,"Sprouse, James Marshall","1979-07-05","1979-09-11",NA,"Jimmy Carter","1977-01-01","1979-09-13","1992-10-31","1995-07-31","Fourth","District",32
28,"Brown, Bailey","1979-03-15","1979-09-25",NA,"Jimmy Carter","1977-01-01","1979-09-26","1982-06-16","1997-12-31","Sixth","District",32
29,"Cudahy, Richard Dickson","1979-05-22","1979-09-25",NA,"Jimmy Carter","1977-01-01","1979-09-26","1994-08-15","2015-09-22","Seventh","District",32
30,"Fletcher, Betty Binns","1979-07-12","1979-09-26",NA,"Jimmy Carter","1977-01-01","1979-09-26","1998-11-01","2012-10-22","Ninth","District",32
31,"Kennedy, Cornelia Groefsema","1979-04-09","1979-09-25",NA,"Jimmy Carter","1977-01-01","1979-09-26","1999-03-01","2014-05-12","Sixth","District",32
32,"Martin Jr., Boyce F.","1979-06-05","1979-09-25",NA,"Jimmy Carter","1977-01-01","1979-09-26","2013-08-16","4712-12-31","Sixth","District",32
33,"Mikva, Abner J.","1979-05-29","1979-09-25",NA,"Jimmy Carter","1977-01-01","1979-09-26","1994-09-19","4712-12-31","D.C.","District",32
34,"Schroeder, Mary M.","1979-05-03","1979-09-25",NA,"Jimmy Carter","1977-01-01","1979-09-26","2011-12-31","2018-01-10","Ninth","District",32
35,"Skopil Jr., Otto Richard","1979-06-14","1979-09-25",NA,"Jimmy Carter","1977-01-01","1979-09-26","1986-06-30","2012-10-18","Ninth","District",32
36,"Farris, Joseph Jerome","1979-07-12","1979-09-26",NA,"Jimmy Carter","1977-01-01","1979-09-27","1995-03-04","2018-01-10","Ninth","District",32
37,"Johnson Jr., Samuel D.","1979-08-10","1979-10-04",NA,"Jimmy Carter","1977-01-01","1979-10-05","1991-05-10","2002-07-27","Fifth","District",33
38,"Jones, Nathaniel R.","1979-08-28","1979-10-04",NA,"Jimmy Carter","1977-01-01","1979-10-05","1995-05-13","2002-03-30","Sixth","District",33
