"Date_Nominated","Name_of_Nominee","Court_to_Which_Nominated","President","Congress","ABA_Rating"
"12/16/05","(Returned 8/3/06, renominated 9/5/06)","Ninth Circuit","W. Bush",109,"WQ"
"12/16/05","Barrett, Michael Ryan","USDC: Southern District of Ohio","W. Bush",109,"WQsm/Qmin"
"12/16/11","Fowlkes, John Thomas Jr.","USDC: Western District of Tennessee","Obama",112,"WQ"
"12/16/11","McNulty, Kevin","USDC: District of New Jersey","Obama",112,"WQ"
"12/16/2015","Abrams, Paul Lewis","USDC: Central District of California","Obama",114,"WQ"
"12/16/2015","Mitchell, Suzanne","USDC: Western District of Oklahoma","Obama",114,"Q"
"12/16/2015","Palk, Scott L.","USDC: Western District of Oklahoma","Obama",114,"Q"
"12/16/2015","Russell, Ronald G.","USDC: District of Utah","Obama",114,"WQsm/Qmin"
"12/19/01","Rogers, John M. (KY)","Sixth Circuit","W. Bush",107,"Q"
"12/19/01","Stanceu, Timothy","Court of International Trade","W. Bush",107,"Q"
"12/19/95","Lemmon, Mary Ann Vial","USDC: Eastern District of Louisiana","Clinton",104,"Q"
"12/19/95","Schattman, Michael D.","USDC: Northern District of Texas","Clinton",104,"Q"
"12/21/95","Molloy, Donald W.","USDC: District of Montana","Clinton",104,"WQ"
"12/21/95","Mollway, Susan Oki","USDC: District of Hawaii","Clinton",104,"WQsm/Qmin"
"12/22/09","Childs, J. Michelle","USDC: District of South Carolina","Obama",111,"WQ"
"12/22/09","Gergel, Richard Mark","USDC: District of South Carolina","Obama",111,"WQ"
"12/22/95","Beaty, James A. Jr. (NC)","Fourth Circuit","Clinton",104,"WQ"
"12/22/95","Leonard, J. Rich (NC)","Fourth Circuit","Clinton",104,"WQ"
"12/22/95","Sargus, Edmund Albert Jr.","USDC: Southern District of Ohio","Clinton",104,"WQ"
"12/24/09","Black, Timothy S.","USDC: Southern District of Ohio","Obama",111,"WQsm/Qmin"
"12/24/09","Navarro, Gloria Maria","USDC: District of Nevada","Obama",111,"Qsm/NQmin"
"12/3/09","Freudenthal, Nancy D.","USDC: District of Wyoming","Obama",111,"WQm/Qmin"
"12/3/09","Marshall, Denzil Price Jr.","USDC: Eastern District of Arkansas","Obama",111,"WQ"
"12/3/09","Pearson, Benita Y.","USDC: Northern District of Ohio","Obama",111,"WQsm/Qmin"
"12/6/07","Limbaugh, Stephen N. Jr.","USDC: Eastern District of Missouri","W. Bush",110,"WQ"
"12/6/07","Smith, William E. (RI)","First Circuit","W. Bush",110,"WQsm/Qmin"
"12/7/95","Clevert, Charles Nelson Jr.","USDC: Eastern District of Wisconsin","Clinton",104,"WQ"
"12/7/95","Donald, Bernice B.","USDC: Western District of Tennessee","Clinton",104,"Qm/WQmin"
"12/8/95","Smith, C. Lynwood","USDC: Northern District of Alabama","Clinton",104,"WQ"
"12/9/03","Hall, Peter W. (VT)","Second Circuit","W. Bush",108,"WQ"
"12/9/03","Robart, James L.","USDC: Western District of Washington","W. Bush",108,"WQ"
"2/11/13","Hughes, Todd M. (DC)","Federal Circuit","Obama",113,"Q"
"2/11/2016","Kallon, Abdul K.","Eleventh Circuit","Obama",114,"WQ"
"2/11/98","Straub, Chester John  (NY)","Second Circuit","Clinton",105,"Q"
"2/12/03","Callahan, Consuelo Maria (CA)","Ninth Circuit","W. Bush",108,"WQsm/Qmin"
"2/12/03","Colloton, Steven M. (IA)","Eighth Circuit","W. Bush",108,"Qsm/WQmin/NQmin"
"2/12/04","Benton, William Duane (MO)","Eighth Circuit","W. Bush",108,"WQ"
"2/12/97","Gold, Alan S.","USDC: Southern District of Florida","Clinton",105,"WQ"
"2/12/97","Ishii, Anthony Wayne","USDC: Eastern District of California","Clinton",105,"WQsm/Qmin"
"2/12/97","Lasry, Lynne R.","USDC: Southern District of California","Clinton",105,"WQsm/Qmin"
"2/12/97","Lemelle, Ivan L.R.","USDC: Eastern District of Louisiana","Clinton",105,"Q"
"2/12/99","Buchwald, Naomi R.","USDC: Southern District of New York","Clinton",106,"WQ"
"2/12/99","Hurd, David N.","USDC: Northern District of New York","Clinton",106,"WQ"
"2/13/95","Collier, Curtis L.","USDC: Eastern District of Tennessee","Clinton",104,"WQsm/Qmin"
"2/14/06","Holmes, Jerome A.","USDC: North District of Oklahoma","W. Bush",109,"Qsm/NQmin"
"2/14/06","Smith, Milan D. Jr. (CA)","Ninth Circuit","W. Bush",109,"WQsm/Qmin"
"2/14/06","Whitney, Frank D.","USDC: Western District of North Carolina","W. Bush",109,"Q"
"2/14/08","Lawrence, William T.","USDC: Southern District of Indiana","W. Bush",110,"WQsm/Qmin"
"2/15/07","DeGiusti, Timothy D.","USDC: Western District of Oklahoma","W. Bush",110,"WQ"
"2/15/07","Sullivan, Richard","USDC: Southern District of New York","W. Bush",110,"WQ"
"2/16/11","Cain, Timothy Martin","USDC: District of South Carolina","Obama",112,"Q"
"2/16/11","Skavdahl, Scott W.","USDC: District of Wyoming","Obama",112,"WQ"
"2/2/04","Finch, Raymond L.","USDC: District of the Virgin Islands","W. Bush",108,"Qsm/WQmin"
"2/2/11","Engelmayer, Paul A.","USDC: Southern District of New York","Obama",112,"WQ"
"2/2/11","Mikkanen, Arvo","USDC: Northern District of Oklahoma","Obama",112,"Q"
"2/20/90","Alito, Samuel A. Jr. (NJ)","Third Circuit","H.W. Bush",101,"WQ"
"2/20/90","Cleland, Robert H.","USDC: Eastern District of Michigan","H.W. Bush",101,"Q"
"2/20/90","Jones, Robert E.","USDC: District of Oregon","H.W. Bush",101,"WQ"
"2/20/90","McNamee, Stephen M.","USDC: District of Arizona","H.W. Bush",101,"Q"
"2/20/90","Mullen, Graham C.","USDC: Western District of North Carolina","H.W. Bush",101,"WQ"
"2/22/00","Garaufis, Nicholas G.","USDC: Eastern District of New York","Clinton",106,"Q"
"2/22/00","Lynch, Gerald E.","USDC: Southern District of New York","Clinton",106,"WQ"
"2/22/00","Rawlinson, Johnnie B. (NV)","Ninth Circuit","Clinton",106,"Q"
"2/24/10","(see endnote)","Ninth Circuit","Obama",111,"WQ"
"2/24/10","(see endnote)","Second Circuit","Obama",111,"WQ"
"2/24/10","Coleman, Sharon Johnson","USDC: Northern District of Illinois","Obama",111,"WQ"
"2/24/10","Feinerman, Gary Scott","USDC: Northern District of Illinois","Obama",111,"WQ"
"2/24/10","Martinez, William Joseph","USDC: District of Colorado","Obama",111,"Q"
"2/25/2016","Beatty, Donald Wayne","USDC: District of South Carolina","Obama",114,"WQ"
"2/25/2016","Coggins, Donald C., Jr.","USDC: District of South Carolina","Obama",114,"WQ"
"2/25/2016","Koh, Lucy Haeran","Ninth Circuit","Obama",114,"WQsm/Qmin"
"2/26/08","Connolly, Colm F.","USDC: District of Delaware","W. Bush",110,"WQ"
"2/26/14","Rosenberg, Robin Lee","USDC: Southern District of Florida","Obama",113,"Q"
"2/26/2015","Barzee Flores, Mary","USDC: Southern District of Florida","Obama",114,"WQ"
"2/26/2015","Neals, Julien Xavier","USDC: District of New Jersey","Obama",114,"WQ"
"2/26/90","Shanstrom, Jack D.","USDC: District of Montana","H.W. Bush",101,"WQ"
"2/28/02","Conner, Christopher C.","USDC: Middle District of Pennsylvania","W. Bush",107,"WQ"
"2/28/02","Jones, John E. III","USDC: Middle District of Pennsylvania","W. Bush",107,"WQm/Qmin"
"2/28/89","Bonner, Robert C.","USDC: Central District of California","H.W. Bush",101,"WQsm/Qmin"
"2/28/89","Fernandez, Ferdinand F. (CA)","Ninth Circuit","H.W. Bush",101,"WQ"
"2/28/89","Harmon, Melinda","USDC: Southern District of Texas","H.W. Bush",101,"Q"
"2/28/89","Rymer, Pamela Ann (CA)","Ninth Circuit","H.W. Bush",101,"EWQm/WQmin"
"2/28/95","Economus, Peter C.","USDC: Northern District of Ohio","Clinton",104,"WQsm/Qmin"
"2/28/95","Goodwin, Joseph R.","USDC: Southern District of West Virginia","Clinton",104,"WQ"
"2/3/95","Fallon, Eldon E.","USDC: Eastern District of Louisiana","Clinton",104,"WQ"
"2/4/10","Foote, Elizabeth Erny","USDC: Western District of Louisiana","Obama",111,"Qsm/WQmin"
"2/4/10","Goldsmith, Mark Allan","USDC: Eastern District of Michigan","Obama",111,"WQ"
"2/4/10","Treadwell, Marc Thomas","USDC: Middle District of Georgia","Obama",111,"Q"
"2/4/10","Tucker, Josephine Staton","USDC: Central District of California","Obama",111,"WQm/Qmin"
"2/4/2015","Crenshaw, Waverly D., Jr.","USDC: Middle District of Tennessee","Obama",114,"WQsm/Qmin"
"2/4/2015","Vilardo, Lawrence Joseph","USDC: Western District of New York","Obama",114,"WQ"
"2/4/2016","Finley, Stephanie Ann","USDC: Western District of Louisiana","Obama",114,"Qm/WQmin"
"2/4/2016","Kelly, Claude J.,  III","USDC: Eastern District of Louisiana","Obama",114,"WQ"
"2/6/03","Prado, Edward C. (TX)","Fifth Circuit","W. Bush",108,"WQ"
"2/6/04","Pickering, Charles W. Sr. (MS)","Fifth Circuit","W. Bush",108,"WQ"
"2/6/14","Bloom, Beth Francine","USDC: Southern District of Florida","Obama",113,"Q"
"2/6/14","Byron, Paul Gregory","USDC: Middle District of Florida","Obama",113,"Qsm/NQ"
"2/6/14","Gayles, Darrin Phillip","USDC: Southern District of Florida","Obama",113,"Q/WQ"
"2/6/14","Krause, Cheryl Ann","Third Circuit","Obama",113,"WQ"
"2/6/14","Mendoza, Carlos Eduardo","USDC: Middle District of Florida","Obama",113,"Q"
"2/7/13","Chen, Raymond T. (MD)","Federal Circuit","Obama",113,"WQ"
"2/7/91","Cauthron, Robin J.","USDC: Western District of Oklahoma","H.W. Bush",102,"WQ"
"2/8/06","(Returned 8/3/06, renominated 9/5/06)","Fifth Circuit","W. Bush",109,"NQ"
"2/8/06","Ikuta, Sandra Segal (CA)","Ninth Circuit","W. Bush",109,"WQ"
"2/9/00","Antoon, John II","USDC: Middle District of Florida","Clinton",106,"WQ"
"2/9/00","Cindrich, Robert James (PA)","Third Circuit","Clinton",106,"WQ"
"2/9/00","Hamilton, Phyllis J.","USDC: Northern District of California","Clinton",106,"Q"
"2/9/00","Markus, Kent (OH)","Sixth Circuit","Clinton",106,"Q"
"2/9/94","Calabresi, Guido (CT)","Second Circuit","Clinton",103,"WQm/Qmin"
"2/9/94","Henry, Robert H.  (OK)","Tenth Circuit","Clinton",103,"WQsm/Qmin"
"2/9/94","Hull, Frank M.","USDC: Northern District of Georgia","Clinton",103,"WQ"
"2/9/94","Sands, W. Louis","USDC: Middle District of Georgia","Clinton",103,"WQsm/Qmin"
"3/10/10","Eagles, Catherine C.","USDC: Middle District of North Carolina","Obama",111,"WQ"
"3/10/10","Lohier, Raymond Jr. (NY)","Second Circuit","Obama",111,"Qsm/NQmin"
"3/10/10","McConnell,  John J. Jr. (see endnote)","USDC: District of Rhode Island","Obama",111,"Qsm/NQmin"
"3/10/10","Mueller, Kimberly Jo","USDC: Eastern District of California","Obama",111,"WQ"
"3/10/10","O'Malley, Kathleen (OH)","Federal Circuit","Obama",111,"WQ"
"3/10/92","Black, Susan H.","Eleventh Circuit","H.W. Bush",102,"WQ"
"3/10/92","Moreno, Federico","Eleventh Circuit","H.W. Bush",102,"Q"
"3/11/08","Matsumoto, Kiyo A.","USDC: Eastern District of New York","W. Bush",110,"WQ"
"3/11/08","Seibel, Cathy","USDC: Southern District of New York","W. Bush",110,"WQ"
"3/11/14","Abrams, Leslie Joyce","USDC: Middle District of Georgia","Obama",113,"Qm/NQmin"
"3/11/91","Albritton, William H. III","USDC: Middle District of Alabama","H.W. Bush",102,"WQ"
"3/12/04","Pryor, William H. Jr. (AL)","Eleventh Circuit","W. Bush",108,"WQ"
"3/12/91","Huff, Marilyn L.","USDC: Southern District of California","H.W. Bush",102,"WQ"
"3/13/03","Campbell, David G.","USDC: District of Arizona","W. Bush",108,"WQ"
"3/13/08","Agee, G. Steven (VA)","Fourth Circuit","W. Bush",110,"WQ"
"3/13/14","deGravelles, John W.","USDC: Middle District of Louisiana","Obama",113,"WQ"
"3/15/2016","Counts, Walter David, III","USDC: Western District of Texas","Obama",114,"WQ"
"3/15/2016","Frost, Edwin Scott","USDC: Northern District of Texas","Obama",114,"WQ"
"3/15/2016","Haywood, Rebecca Ross","Third Circuit","Obama",114,"WQ"
"3/15/2016","Hendrix, James Wesley","USDC: Northern District of Texas","Obama",114,"WQ"
"3/15/2016","Ramirez, Irma Carrillo","USDC: Northern District of Texas","Obama",114,"WQ"
"3/15/2016","Scholer, Karen Gren","USDC: Eastern District of Texas","Obama",114,"Qsm/WQmin"
"3/15/2016","Sweet, Kathleen Marie","USDC: Western District of New York","Obama",114,"WQ"
"3/15/95","Briscoe, Mary Beck (KS)","Tenth Circuit","Clinton",104,"WQ"
"3/15/99","Fisher, Raymond C. (CA)","Ninth Circuit","Clinton",106,"WQ"
"3/15/99","Jordan, Adalberto J.","USDC: Southern District of Florida","Clinton",106,"WQsm/Qmin"
"3/16/11","Lewis, Mary G.","USDC: District of South Carolina","Obama",112,"Q"
"3/16/11","Triche-Milazzo, Jane","USDC: Eastern District of Louisiana","Obama",112,"Q"
"3/16/2016","Garland, Merrick B.","Associate Justice of the Supreme Court","Obama",114,"WQ"
"3/17/09","Hamilton, David F.  (IN)","Seventh Circuit","Obama",111,"WQ"
"3/17/10","Stark, Leonard P.","USDC: District of Delaware","Obama",111,"WQ"
"3/17/10","Totenberg, Amy Mil","USDC: Northern District of Georgia","Obama",111,"WQ"
"3/17/2016","Hughes, Lisabeth Tabor","Sixth Circuit","Obama",114,"WQ"
"3/19/07","Aycock, Sharion","USDC: Northern District of Mississippi","W. Bush",110,"WQ"
"3/19/07","Dugas, David Roy","USDC: Middle District of Louisiana","W. Bush",110,"WQ"
"3/19/07","Hall, James Randal","USDC: Southern District of Georgia","W. Bush",110,"WQsm/Qmin"
"3/19/07","Honaker, Richard H.","USDC: District of Wyoming","W. Bush",110,"WQ"
"3/19/07","Jones, Richard A.","USDC: Western District of Washington","W. Bush",110,"WQ"
"3/19/07","Jonker, Robert James","USDC: Western District of Michigan","W. Bush",110,"WQ"
"3/19/07","Kethledge, Raymond M. (MI)","Sixth Circuit","W. Bush",110,"WQsm/Qmin"
"3/19/07","Maloney, Paul Lewis","USDC: Western District of Michigan","W. Bush",110,"WQ"
"3/19/07","Murphy, Stephen Joseph III (MI)","Sixth Circuit","W. Bush",110,"WQsm/Qmin"
"3/19/07","Neff, Janet T.","USDC: Western District of Michigan","W. Bush",110,"Qm/WQmin"
"3/19/07","Sammartino, Janis Lynn","USDC: Southern District of California","W. Bush",110,"Qm/WQmin"
"3/2/00","Campbell, Bonnie J. (IA)","Eighth Circuit","Clinton",106,"Qm/NQmin"
"3/2/11","Brown, Nannette Jolivette","USDC: Eastern District of Louisiana","Obama",112,"Q"
"3/2/11","Lewis, Wilma A.","USDC: District Court of the Virgin Islands","Obama",112,"WQ"
"3/2/11","Torresen, Nancy","USDC: District of Maine","Obama",112,"WQ"
"3/20/92","Anderson, Percy","USDC: Central District of California","H.W. Bush",102,"Qsm/WQmin"
"3/20/92","Boudin, Michael","First Circuit","H.W. Bush",102,"WQ"
"3/20/92","Davis, Lawrence O.","USDC: Eastern District of Missouri","H.W. Bush",102,"WQsm/Qmin"
"3/20/92","Hanen, Andrew S.","USDC: Southern District of Texas","H.W. Bush",102,"Q"
"3/20/92","Hansen, C. LeRoy","USDC: District of New Mexico","H.W. Bush",102,"WQ"
"3/20/92","Heyburn, John G.","USDC: Western District of Kentucky","H.W. Bush",102,"Qsm/NQmin"
"3/20/92","Jacobs, Dennis G.","Second Circuit","H.W. Bush",102,"Q"
"3/20/92","Kendall, Joe","USDC: Northern District of Texas","H.W. Bush",102,"Q"
"3/20/92","Kyle, Richard H.","USDC: District of Minnesota","H.W. Bush",102,"WQ"
"3/20/92","Lloyd, Russell T.","USDC: Southern District of Texas","H.W. Bush",102,"Qsm/NQmin"
"3/20/92","McLaughlin, Linda","USDC: Central District of California","H.W. Bush",102,"WQsm/Qmin"
"3/20/92","Quist, Gordon J.","USDC: Western District of Michigan","H.W. Bush",102,"WQ"
"3/20/92","Rosenthal, Lee H.","USDC: Southern District of Texas","H.W. Bush",102,"WQ"
"3/20/92","Shechtman, Paul L.","USDC: Southern District of New York","H.W. Bush",102,"WQsm/Qmin"
"3/20/92","Walter, John F.","USDC: Central District of California","H.W. Bush",102,"WQ"
"3/20/92","Wilson, Justin P.","Sixth Circuit","H.W. Bush",102,"Q"
"3/21/02","Autrey, Henry E.","USDC: Eastern District of Missouri","W. Bush",107,"Q"
"3/21/02","Cercone, David S.","USDC: Western District of Pennsylvania","W. Bush",107,"Q"
"3/21/02","Dorr, Richard E.","USDC: Western District of Missouri","W. Bush",107,"Q"
"3/21/02","England, Jr., Morrison C.","USDC: Eastern District of California","W. Bush",107,"WQm/Qmin"
"3/21/02","Savage, Timothy J.","USDC: Eastern District of Pennsylvania","W. Bush",107,"WQm/Qmin"
"3/21/02","St. Eve, Amy J.","USDC: Northern District of Illinois","W. Bush",107,"WQsm/Qmin"
"3/21/91","Nielsen, William F.","USDC: Eastern District of Washington","H.W. Bush",102,"Qsm/NQmin"
"3/21/91","Van Sickle, Frederick","USDC: Eastern District of Washington","H.W. Bush",102,"Q"
"3/21/97","Rodriguez-Rodriguez, Anabelle","USDC: District of Puerto Rico","Clinton",105,"Q"
"3/21/97","Schattman, Michael D.","USDC: Northern District of Texas","Clinton",105,"Q"
"3/21/97","Tagle, Hilda G.","USDC: Southern District of Texas","Clinton",105,"Q"
"3/22/90","Birch, Stanley F. Jr. (GA)","Eleventh Circuit","H.W. Bush",101,"Q"
"3/22/94","Finch, Raymond L.","USDC: District of the Virgin Islands","Clinton",103,"Qsm/WQmin"
"3/22/94","Friedman, Paul L.","USDC: District of the District of Columbia","Clinton",103,"WQ"
"3/22/94","Gilmore, Vanessa D.","USDC: Southern District of Texas","Clinton",103,"Qsm/WQmin"
"3/22/94","Kessler, Gladys","USDC: District of the District of Columbia","Clinton",103,"WQ"
"3/22/94","McKee, Theodore A.  (PA)","Third Circuit","Clinton",103,"Qsm/NQmin"
"3/22/94","Sullivan, Emmet G.","USDC: District of the District of Columbia","Clinton",103,"WQ"
"3/22/94","Urbina, Ricardo M.","USDC: District of the District of Columbia","Clinton",103,"WQ"
"3/23/95","Lucero, Carlos (CO)","Tenth Circuit","Clinton",104,"WQ"
"3/23/95","Whitfield, Wenona Y.","USDC: Southern District of Illinois","Clinton",104,"Qsm/NQmin"
"3/24/92","Voigts, Gene E.","USDC: Western District of Missouri","H.W. Bush",102,"WQ"
"3/24/94","Borman, Paul D.","USDC: Eastern District of Michigan","Clinton",103,"Qsm/WQmin"
"3/24/94","Chin, Denny","USDC: Southern District of New York","Clinton",103,"WQsm/Qmin"
"3/24/94","Paz, R. Samuel","USDC: Central District of California","Clinton",103,"Qsm/WQmin"
"3/24/99","Alsup, William Haskell","USDC: Northern District of California","Clinton",106,"WQ"
"3/24/99","Leonard, J. Rich","USDC: Eastern District of North Carolina","Clinton",106,"WQ"
"3/24/99","Murguia, Carlos","USDC: District of Kansas","Clinton",106,"Q"
"3/24/99","Pechman, Marsha J.","USDC: Western District of Washington","Clinton",106,"Q"
"3/25/10","Murguia, Mary Helen (AZ)","Ninth Circuit","Obama",111,"Qsm/WQmin"
"3/25/99","Huvelle, Ellen S.","USDC: District of the District of Columbia","Clinton",106,"WQ"
"3/25/99","Klein, James W.","USDC: District of the District of Columbia","Clinton",106,"Qsm/NQmin"
"3/25/99","Lynn, Barbara M. G.","USDC: Northern District of Texas","Clinton",106,"WQ"
"3/26/2015","Vazquez, John Michael","USDC: District of New Jersey","Obama",114,"WQ"
"3/26/2015","Xinis, Paula","USDC: District of Maryland","Obama",114,"WQ"
"3/26/92","Quintana, Maruel H.","USDC: Southern District of New York","H.W. Bush",102,"Q"
"3/27/00","Hunt, Roger L.","USDC: District of Nevada","Clinton",106,"WQsm/Qmin"
"3/27/00","Martin, Beverly B.","USDC: Northern District of Georgia","Clinton",106,"WQsm/Qmin"
"3/27/03","Coogler, L. Scott","USDC: Northern District of Alabama","W. Bush",108,"Q"
"3/27/03","Kravitz, Mark R.","USDC: District of Connecticut","W. Bush",108,"WQ"
"3/27/03","Woodcock, John A. Jr.","USDC: District of Maine","W. Bush",108,"WQ"
"3/29/07","Elrod, Jennifer Walker (TX)","Fifth Circuit","W. Bush",110,"Q"
"3/29/96","Gottschall, Joan B.","USDC: Northern District of Illinois","Clinton",104,"Q"
"3/29/96","Kollar-Kotelly, Colleen","USDC: District of the District of Columbia","Clinton",104,"WQ"
"3/29/96","McKeown, M. Margaret (WA)","Ninth Circuit","Clinton",104,"WQ"
"3/29/96","Zapata, Frank Ramirez","USDC: District of Arizona","Clinton",104,"WQ"
"3/3/10","Matheson, Scott Milne Jr. (UT)","Tenth Circuit","Obama",111,"Q"
"3/3/92","Schall, Alvin A.","Federal Circuit","H.W. Bush",102,"WQsm/Qmin"
"3/30/90","Vollmer, Richard W. Jr.","USDC: Southern District of Alabama","H.W. Bush",101,"Qsm/NQmin"
"3/31/11","Nathan, Alison J,","USDC: Southern District of New York","Obama",112,"Qm/NQmin"
"3/31/92","Preska, Loretta A.","USDC: Southern District of New York","H.W. Bush",102,"Q"
"3/31/95","Daniel, Wiley Young","USDC: District of Colorado","Clinton",104,"Qsm/WQmin"
"3/31/95","Wood, Diane P. (IL)","Seventh Circuit","Clinton",104,"WQ"
"3/31/98","Manella, Nora M.","USDC: Central District of California","Clinton",105,"WQ"
"3/5/03","Castel, P. Kevin","USDC: Southern District of New York","W. Bush",108,"WQ"
"3/5/03","Chertoff, Michael (NJ)","Third Circuit","W. Bush",108,"WQ"
"3/5/03","Der-Yeghiayan, Samuel","USDC: Northern District of Illinois","W. Bush",108,"Q"
"3/5/03","Robinson, Stephen C.","USDC: Southern District of New York","W. Bush",108,"WQ"
"3/5/03","Wesley, Richard C. (NY)","Second Circuit","W. Bush",108,"WQ"
"3/6/90","Hornby, D. Brock","USDC: District of Maine","H.W. Bush",101,"WQ"
"3/6/90","Wilson, Samuel G.","USDC: Western District of Virginia","H.W. Bush",101,"Q"
"3/6/96","Bataillon, Joseph F.","USDC: District of Nebraska","Clinton",104,"Q"
"3/6/96","Clay, Eric L. (MI)","Sixth Circuit","Clinton",104,"WQ"
"3/8/90","Dudley, Adriane J.","USDC: District of the Virgin Islands","H.W. Bush",101,"WQ"
"3/8/99","Fuentes, Julio M. (NJ)","Third Circuit","Clinton",106,"Qsm/NQmin"
"3/8/99","Katzmann, Robert Allen (DC)","Second Circuit","Clinton",106,"WQ"
"3/8/99","Lorenz, M. James","USDC: Southern District of California","Clinton",106,"WQsm/Qmin"
"3/8/99","Pepper, William Allen","USDC: Northern District of Mississippi","Clinton",106,"Q"
"3/8/99","Schreier, Karen E.","USDC: District of South Dakota","Clinton",106,"Q"
"3/9/00","Fineman, S. David","USDC: Eastern District of Pennsylvania","Clinton",106,"Q"
"3/9/00","McLaughlin, Mary A.","USDC: Eastern District of Pennsylvania","Clinton",106,"WQ"
"3/9/11","Kuntz, William Francis II","USDC: Eastern District of New York","Obama",112,"WQ"
"3/9/11","Six, Stephen N.","Tenth Circuit","Obama",112,"WQ"
"3/9/94","Burrage, Billy Michael","Oklahoma","Clinton",103,"WQ"
"3/9/94","Cooper, Clarence","USDC: Northern District of Georgia","Clinton",103,"Q"
"3/9/94","Hood, Denise Page","USDC: Eastern District of Michigan","Clinton",103,"Qsm/WQmin"
"3/9/94","Kern, Terry C.","USDC: Northern District of Oklahoma","Clinton",103,"Qsm/WQmin"
"3/9/94","Oliver, Solomon","USDC: Northern District of Ohio","Clinton",103,"Qsm/WQmin"
"3/9/94","Paez, Richard A.","USDC: Central District of California","Clinton",103,"WQm/Qmin"
"4/1/92","Banks, Charles A.","USDC: Eastern District of Arkansas","H.W. Bush",102,"Q"
"4/1/92","Covello, Alfred V.","USDC: District of Connecticut","H.W. Bush",102,"WQ"
"4/1/92","Jackson, Carol E.","USDC: Eastern District of Missouri","H.W. Bush",102,"Q"
"4/1/92","Keeley, Irene M.","USDC: Northern District of West Virginia","H.W. Bush",102,"Q"
"4/1/92","Simandle, Jerome B.","USDC: District of New Jersey","H.W. Bush",102,"WQ"
"4/1/98","Dyk, Timothy Belcher  (DC)","Federal Circuit","Clinton",105,"Q"
"4/11/00","Schiller, Berle M.","USDC: Eastern District of Pennsylvania","Clinton",106,"WQsm/Qmin"
"4/11/00","Surrick, Richard Barclay","USDC: Eastern District of Pennsylvania","Clinton",106,"WQsm/Qmin"
"4/11/03","Bea, Carlos T. (CA)","Ninth Circuit","W. Bush",108,"Qsm/NQmin"
"4/11/91","Blackburn, Sharon Lovelace","USDC: Northern District of Alabama","H.W. Bush",102,"Q"
"4/11/91","Emilio M. Garza (TX)","Fifth Circuit","H.W. Bush",102,"Q"
"4/11/91","Haik, Richard T.","USDC: Western District of Louisiana","H.W. Bush",102,"Q"
"4/14/10","DuMont, Edward Carroll (DC)","Federal Circuit","Obama",111,"WQ"
"4/14/10","Gibney, John Adrian Jr.","USDC: Eastern District of Virginia","Obama",111,"Q"
"4/14/2016","Andrus, Beth Marie","USDC: Western District of Washington","Obama",114,"WQ"
"4/14/2016","Diaz, Jorge Michael","USDC: Western District of Washington","Obama",114,"Q"
"4/14/2016","O’Sullivan, Kathleen Murray","USDC: Western District of Washington","Obama",114,"WQ"
"4/15/08","Murphy, Stephen Joseph III","USDC: Eastern District of Michigan","W. Bush",110,"WQ"
"4/15/08","White, Helene N. (MI)","Sixth Circuit","W. Bush",110,"WQm/Qmin"
"4/15/13","Broderick, Vernon S.","USDC: Southern District of New York","Obama",113,"WQ"
"4/15/2015","Wright, Wilhelmina Marie","USDC: District of Minnesota","Obama",114,"WQ"
"4/18/90","Norton, David C.","USDC: District of South Carolina","H.W. Bush",101,"WQ"
"4/18/90","Suhrheinrich, Richard F. (MI)","Sixth Circuit","H.W. Bush",101,"Qsm/NQmin"
"4/18/96","Gajarsa, Arthur Joseph (MD)","Federal Circuit","Clinton",104,"Qsm"
"4/18/96","Kahn, Lawrence E.","USDC: Northern District of New York","Clinton",104,"Qsm/NQmin"
"4/18/96","Miller, Walker D.","USDC: District of Colorado","Clinton",104,"Q"
"4/2/09","Davis, Andre M. (MD)","Fourth Circuit","Obama",111,"WQsm/Qmin"
"4/2/09","Lynch, Gerard (NY)","Second Circuit","Obama",111,"WQ"
"4/2/92","Baird, Lourdes G.","USDC: Central District of California","H.W. Bush",102,"WQ"
"4/2/92","Hunter, Robert D.","USDC: Northern District of Alabama","H.W. Bush",102,"Q"
"4/2/92","Mahoney, Maureen E.","USDC: Eastern District of Virginia","H.W. Bush",102,"Qsm/WQmin"
"4/2/98","Scott, Jeanne E.","USDC: Central District of Illinois","Clinton",105,"Q"
"4/2/98","Tyson, Ralph E. Sr.","USDC: Middle District of Louisiana","Clinton",105,"Q"
"4/20/04","Covington, Virginia Maria Hernandez","USDC: Middle District of Florida","W. Bush",108,"WQ"
"4/21/10","Bredar, James Kelleher","USDC: District of Maryland","Obama",111,"WQ"
"4/21/10","Chang, Edmond E-Min","USDC: Northern District of Illinois","Obama",111,"Q"
"4/21/10","Hollander, Ellen Lipton","USDC: District of Maryland","Obama",111,"WQ"
"4/21/10","Kobayashi, Leslie Emi","USDC: District of Hawaii","Obama",111,"WQsm/Qmin"
"4/21/10","Nelson, Susan Richard","USDC: District of Minnesota","Obama",111,"WQ"
"4/22/02","Gardner, James K.","USDC: Eastern District of Pennsylvania","W. Bush",107,"WQsm/Qmin"
"4/22/99","Brown, Anna J.","USDC: District of Oregon","Clinton",106,"Q"
"4/22/99","Bye, Kermit E. (ND)","Eighth Circuit","Clinton",106,"WQsm/Qmin"
