"Date_Nominated","Name_of_Nominee","Court_to_Which_Nominated","President","Congress","ABA_Rating"
"6/25/97","Friedman, Jerome B.","USDC: Eastern District of Virginia","Clinton",105,"WQ"
"6/25/97","Sotomayor, Sonia (NY)","Second Circuit","Clinton",105,"WQsm/Qmin"
"6/25/97","Ware, James (CA)","Ninth Circuit","Clinton",105,"WQ"
"6/25/97","White, Ronnie L.","USDC: Eastern District of Missouri","Clinton",105,"Q"
"6/25/98","Carter, David O.","USDC: Central District of California","Clinton",105,"Q"
"6/26/02","Griffin, Richard A. (MI)","Sixth Circuit","W. Bush",107,"WQsm/Qmin"
"6/26/02","Hovland, Daniel L.","USDC: District of North Dakota","W. Bush",107,"Q"
"6/26/02","Phillips, Thomas W.","USDC: Eastern District of Tennessee","W. Bush",107,"WQ"
"6/26/02","Reade, Linda R.","USDC: Northern District of Iowa","W. Bush",107,"WQ"
"6/26/2014","Arleo, Madeline Cox","USDC: District of New Jersey","Obama",113,"WQ"
"6/26/2014","Mazzant, Amos L., III","USDC: Eastern District of Texas","Obama",113,"WQsm/Qmin"
"6/26/2014","Pitman, Robert Lee","USDC: Western District of Texas","Obama",113,"WQ"
"6/26/2014","Schroeder, Robert William, III","USDC: Eastern District of Texas","Obama",113,"WQ"
"6/27/07","O'Connor, Reed Charles","USDC: Northern District of Texas","W. Bush",110,"WQ"
"6/27/91","Caulfield, Barbara A.","USDC: Northern District of California","H.W. Bush",102,"WQ"
"6/27/91","DeMoss, Harold R. Jr. (TX)","Fifth Circuit","H.W. Bush",102,"Q"
"6/27/91","Doherty, Rebecca F.","USDC: Western District of Louisiana","H.W. Bush",102,"Qsm/NQmin"
"6/27/91","Highsmith, Shelby","USDC: Southern District of Florida","H.W. Bush",102,"WQ"
"6/27/91","Hogan, Michael R.","USDC: District of Oregon","H.W. Bush",102,"WQ"
"6/27/91","Hurley, Denis R.","USDC: Eastern District of New York","H.W. Bush",102,"Q"
"6/27/91","Matia, Paul R.","USDC: Northern District of Ohio","H.W. Bush",102,"Q"
"6/27/91","Trimble, James T. Jr.","USDC: Western District of Louisiana","H.W. Bush",102,"WQ"
"6/27/95","Campbell, Todd J.","USDC: Middle District of Tennessee","Clinton",104,"Qsm/WQmin"
"6/27/95","Moody, James M.","USDC: Eastern District of Arkansas","Clinton",104,"WQ"
"6/27/95","Wallach, Evan J. (NV)","Court of International Trade","Clinton",104,"Qsm/NQmin"
"6/28/06","Bailey, John Preston","USDC: Northern District of West Virginia","W. Bush",109,"Q"
"6/28/06","Donohue, Mary O’Connor","USDC: Northern District of New York","W. Bush",109,"WQsm/Qmin"
"6/28/06","Jarvey, John Alfred","USDC: Southern District of Iowa","W. Bush",109,"WQ"
"6/28/06","Jonker, Robert James","USDC: Western District of Michigan","W. Bush",109,"WQ"
"6/28/06","Jordan, Kent A. (DE)","Third Circuit","W. Bush",109,"WQ"
"6/28/06","Kethledge, Raymond M. (MI)","Sixth Circuit","W. Bush",109,"WQsm/Qmin"
"6/28/06","Livingston, Debra Ann (NY)","Second Circuit","W. Bush",109,"WQ"
"6/28/06","Maloney, Paul Lewis","USDC: Western District of Michigan","W. Bush",109,"WQ"
"6/28/06","Murphy, Stephen Joseph III (MI)","Sixth Circuit","W. Bush",109,"WQsm/Qmin"
"6/28/06","Neff, Janet T.","USDC: Western District of Michigan","W. Bush",109,"Qsm/WQmin"
"6/29/06","Keisler, Peter D. (MD)","DC Circuit","W. Bush",109,"WQ"
"6/29/95","Cole, Ransey G. Jr. (OH)","Sixth Circuit","Clinton",104,"WQ"
"6/3/92","Davis, Leonard E.","USDC: Eastern District of Texas","H.W. Bush",102,"Q"
"6/3/92","Drushal, J. Douglas","USDC: Northern District of Ohio","H.W. Bush",102,"Qsm/WQmin"
"6/3/92","Hagy, C. Christopher","USDC: Northern District of Georgia","H.W. Bush",102,"WQ"
"6/3/92","Leonatti, Louis J.","USDC: Eastern District of Missouri","H.W. Bush",102,"WQ"
"6/30/00","Gregory, Roger (NC)","Fourth Circuit","Clinton",106,"Qsm/NQmin"
"6/30/95","Moskowitz, Barry T.","USDC: Southern District of California","Clinton",104,"WQ"
"6/30/95","Orlofsky, Stephen M.","USDC: District of New Jersey","Clinton",104,"WQ"
"6/30/95","Pogue, Donald C.","Court of International Trade","Clinton",104,"WQsm/Qmin"
"6/30/95","Sessions, William K. III","USDC: District of Vermont","Clinton",104,"WQ"
"6/30/95","Smith, Ortrie D.","USDC: Western District of Missouri","Clinton",104,"Q"
"6/4/13","Millett, Patricia A. (VA)","DC Circuit","Obama",113,"WQ"
"6/4/13","Pillard, Cornelia T. L. (DC)","DC Circuit","Obama",113,"WQ"
"6/4/13","Wilkins, Robert L. (DC)","DC Circuit","Obama",113,"WQ"
"6/4/98","Kane, Yvette","USDC: Middle District of Pennsylvania","Clinton",105,"Qm/NQmin"
"6/4/98","Munley, James M.","USDC: Middle District of Pennsylvania","Clinton",105,"Q"
"6/4/98","Whelan, Thomas J.","USDC: Southern District of California","Clinton",105,"Q"
"6/5/90","Moreno, Fred","USDC: Southern District of Florida","H.W. Bush",101,"Q"
"6/5/97","Chambers, Robert C.","USDC: Southern District of West Virginia","Clinton",105,"Qm/WQmin"
"6/5/97","Droney, Christopher F.","USDC: District of Connecticut","Clinton",105,"Q"
"6/5/97","Hall, Janet C.","USDC: District of Connecticut","Clinton",105,"WQ"
"6/5/97","Hayden, Katharine Sweeney","USDC: District of New Jersey","Clinton",105,"WQ"
"6/5/98","Raymar, Robert S.  (NJ)","Third Circuit","Clinton",105,"Q"
"6/6/00","Sebelius, K. Gary","USDC: District of Kansas","Clinton",106,"WQsm/Qmin"
"6/6/00","Simon, Kenneth O.","USDC: Northern District of Alabama","Clinton",106,"Q"
"6/6/00","Steele, John E.","USDC: Middle District of Florida","Clinton",106,"WQ"
"6/6/06","Howard, Marcia Morales","USDC: Middle District of Florida","W. Bush",109,"Qsm/WQmin"
"6/6/06","Southwick, Leslie","USDC: Southern District of Mississippi","W. Bush",109,"WQsm/Qmin"
"6/6/96","Hinkle, Robert Lewis","USDC: Northern District of Florida","Clinton",104,"WQsm/Qmin"
"6/7/06","Frizzell, Gregory Kent","USDC: Northern District of Oklahoma","W. Bush",109,"WQ"
"6/7/11","Furman, Jesse M.","USDC: Southern District of New York","Obama",112,"Qm/WQmin"
"6/7/11","Morgan, Donna Sue “Susie”","USDC: Eastern District of Louisiana","Obama",112,"Q"
"6/7/11","Phillips, Mary Elizabeth","USDC: Western District of Missouri","Obama",112,"WQ"
"6/7/2017","Eid, Allison H.","Tenth Circuit","Trump",115,"WQsm/Qmin"
"6/7/2017","Erickson, Ralph R.","Eighth Circuit","Trump",115,"WQsm/Qmin"
"6/7/2017","Friedrich, Dabney L.","USDC: District of Columbia","Trump",115,"WQsm/Qmin"
"6/7/2017","Kelly, Timothy J.","USDC: District of Columbia","Trump",115,"WQ"
"6/7/2017","McFadden, Trevor N.","USDC: District of Columbia","Trump",115,"Qm/NQmin"
"6/7/90","Dubina, Joel F. (AL)","Eleventh Circuit","H.W. Bush",101,"WQ"
"6/8/00","Lim, John S.W.","USDC: District of Hawaii","Clinton",106,"Qsm"
"6/8/00","Moody, James S. Jr.","USDC: Middle District of Florida","Clinton",106,"WQsm/Qmin"
"6/8/00","Presnell, Gregory A.","USDC: Middle District of Florida","Clinton",106,"WQ"
"6/8/94","Dennis, James L.  (LA)","Fifth Circuit","Clinton",103,"Q"
"6/8/94","Hamilton, David F.","USDC: Southern District of Indiana","Clinton",103,"NQm/Qmin/WQmin"
"6/8/94","Jones, Napoleon A. Jr.","USDC: Southern District of California","Clinton",103,"Q"
"6/8/94","Vance, Sarah S.","USDC: Eastern District of Louisiana","Clinton",103,"WQsm/Qmin"
"6/9/03","Figa, Phillip S.","USDC: District of Colorado","W. Bush",108,"WQsm/Qmin"
"6/9/03","Jones, Robert Clive","USDC: District of Nevada","W. Bush",108,"WQsm/Qmin"
"7/10/01","Gritzner, James E.","USDC: Southern District of Iowa","W. Bush",107,"WQsm/Qmin"
"7/10/01","Melloy, Michael J. (IA)","Eighth Circuit","W. Bush",107,"WQ"
"7/10/01","Mills, Michael Paul","USDC: Northern District of Mississippi","W. Bush",107,"Q"
"7/10/08","Arguello, Christine M.","USDC: District of Colorado","W. Bush",110,"Q"
"7/10/08","Brimmer, Philip A.","USDC: District of Colorado","W. Bush",110,"WQ"
"7/10/08","Goldberg, Gregory E.","USDC: District of Colorado","W. Bush",110,"Q"
"7/10/08","Jung, William Frederic","USDC: Middle District of Florida","W. Bush",110,"WQ"
"7/10/08","Scriven, Mary Stenson","USDC: Middle District of Florida","W. Bush",110,"WQ"
"7/10/90","McLaughlin, Joseph M. (NY)","Second Circuit","H.W. Bush",101,"WQ"
"7/10/95","Tunheim, John R.","USDC: District of Minnesota","Clinton",104,"WQ"
"7/11/02","Ludlum, Alia M.","USDC: Western District of Texas","W. Bush",107,"WQsm/Qmin"
"7/13/06","Fischer, Nora Barry","USDC: Western District of Pennsylvania","W. Bush",109,"WQ"
"7/13/06","Lioi, Sara Elizabeth","USDC: Northern District of Ohio","W. Bush",109,"WQ"
"7/13/17","Brown, Michael Lawrence","USDC: Northern District of Georgia","Trump",115,"WQsm/Qmin"
"7/13/17","Campbell, William L. Jr.","USDC: Middle District of Tennessee","Trump",115,"WQ"
"7/13/17","Norris, Mark S. Sr.","USDC: Western District of Tennessee","Trump",115,""
"7/13/17","Parker, Thomas Lee Robinson","USDC: Western District of Tennessee","Trump",115,"WQ"
"7/13/17","Self, Tilman Eugene, III","USDC: Middle District of Georgia","Trump",115,"WQ"
"7/13/94","Hawkins, Michael D.  (AZ)","Ninth Circuit","Clinton",103,"WQ"
"7/13/94","Moore, William T. Jr.","USDC: Southern District of Georgia","Clinton",103,"Qsm/WQmin"
"7/14/03","Rodgers, Margaret Catharine","USDC: Northern District of Florida","W. Bush",108,"WQm/Qmin"
"7/14/10","1Myerscough, Sue Ellen","USDC: Central District of Illinois","Obama",111,"Q"
"7/14/10","Hernandez, Marco Antonio","USDC: District of Oregon","Obama",111,"Q"
"7/14/10","Howell, Beryl Alaine","USDC: District of District of Columbia","Obama",111,"WQm/Qmin"
"7/14/10","Jones, Steve C.","USDC: Northern District of Georgia","Obama",111,"WQ"
"7/14/10","Nourse, Victoria Frances (WI)","Seventh Circuit","Obama",111,"WQ"
"7/14/10","Saldaña, Diana","USDC: Southern District of Texas","Obama",111,"WQ"
"7/14/10","Simon, Michael Howard","USDC: District of Oregon","Obama",111,"WQm/Qmin"
"7/14/99","Brady, James Joseph","USDC: Middle District of Louisiana","Clinton",106,"Qsm/NQmin"
"7/14/99","Cooper, Florence-Marie","USDC: Central District of California","Clinton",106,"WQ"
"7/14/99","Pannell, Charles A. Jr.","USDC: Northern District of Georgia","Clinton",106,"WQ"
"7/15/08","Dugan, Timothy G.","USDC: Eastern District of Wisconsin","W. Bush",110,"Q"
"7/15/94","Duval, Stanwood R. Jr.","USDC: Eastern District of Louisiana","Clinton",103,"Q"
"7/15/94","Perry, Catherine D.","USDC: Eastern District of Missouri","Clinton",103,"WQ"
"7/15/97","Siragusa, Charles J.","USDC: Western District of New York","Clinton",105,"WQ"
"7/15/97","Young, Richard L.","USDC: Southern District of Indiana","Clinton",105,"WQsm/Qmin"
"7/16/2015","Young, Mark A.","USDC: Central District of California","Obama",114,"WQsm/Qmin"
"7/16/97","Casey, Richard C.","USDC: Southern District of New York","Clinton",105,"Qsm/NQmin"
"7/16/97","Gilman, Ronald Lee (TN)","Sixth Circuit","Clinton",105,"WQ"
"7/17/07","Conrad, Robert J. Jr. (NC)","Fourth Circuit","W. Bush",110,"WQ"
"7/17/07","Haynes, Catharina (TX)","Fifth Circuit","W. Bush",110,"WQ"
"7/17/07","Stone, Shalom D. (NJ)","Third Circuit","W. Bush",110,"Qsm/WQmin"
"7/17/07","Tinder, John Daniel (IN)","Seventh Circuit","W. Bush",110,"WQ"
"7/17/08","Trenga, Anthony John","USDC: Eastern District of Virginia","W. Bush",110,"WQ"
"7/18/02","Junell, Robert A.","USDC: Western District of Texas","W. Bush",107,"Qsm/WQmin/NQmin"
"7/18/02","Kinkeade, James E. (a/k/a Ed Kinkeade)","USDC: Northern District of Texas","W. Bush",107,"WQ"
"7/18/02","Klausner, Robert G.","USDC: Central District of California","W. Bush",107,"WQsm/Qmin"
"7/18/02","Otero, S. James","USDC: Central District of California","W. Bush",107,"WQsm/Qmin"
"7/18/02","Smith, William E.","USDC: District of Rhode Island","W. Bush",107,"Q"
"7/18/07","Dow, Robert M. Jr.","USDC: Northern District of Illinois","W. Bush",110,"Qsm/NQmin"
"7/19/2017","Burke, Liles Clifton","USDC: Northern District of Alabama","Trump",115,"Qsm/NQmin"
"7/19/90","Nelson, Thomas G. (ID)","Ninth Circuit","H.W. Bush",101,"WQsm/Qmin"
"7/19/95","Thomas, Sidney R. (MT)","Ninth Circuit","Clinton",104,"WQ"
"7/19/96","Miller, Jeffrey T.","USDC: Southern District of California","Clinton",104,"Qsm/WQmin"
"7/2/92","Casey, Richard C.","USDC: Southern District of New York","H.W. Bush",102,"Qsm/NQmin"
"7/2/92","Gilbert, John Phil","USDC: Southern District of Illinois","H.W. Bush",102,"WQ"
"7/2/92","Hicks, Larry R.","USDC: District of Nevada","H.W. Bush",102,"WQ"
"7/2/92","Rovner, Ilana D.","Seventh Circuit","H.W. Bush",102,"WQ"
"7/2/92","Sedwick, J. W.","USDC: District of Alaska","H.W. Bush",102,"WQ"
"7/21/00","Bolton, Susan R.","USDC: District of Arizona","Clinton",106,"WQsm/Qmin"
"7/21/00","Murguia, Mary H.","USDC: District of Arizona","Clinton",106,"Q"
"7/21/00","Teilborg, James A.","USDC: District of Arizona","Clinton",106,"Q"
"7/21/2015","Strand, Leonard Terry","USDC: Northern District of Iowa","Obama",114,"WQ"
"7/21/95","Bingler, John H. Jr.","USDC: Western District of Pennsylvania","Clinton",104,"WQ"
"7/22/10","Day, Charles Bernard","USDC: District of Maryland","Obama",111,"WQ"
"7/22/10","Williams, Kathleen Mary","USDC: Southern District of Florida","Obama",111,"WQsm/Qmin"
"7/22/92","Unpingco, John S.","USDC: District of Guam","H.W. Bush",102,"Q"
"7/22/94","Block, Frederic","USDC: Eastern District of New York","Clinton",103,"WQsm/Qmin"
"7/22/94","Gleeson, John","USDC: Eastern District of New York","Clinton",103,"WQsm/Qmin"
"7/22/94","Murphy, Diana E.  (MN)","Eighth Circuit","Clinton",103,"WQ"
"7/22/94","Ross, Allyne R.","USDC: Eastern District of New York","Clinton",103,"WQsm/Qmin"
"7/22/94","Scheindlin, Shira A.","USDC: Southern District of New York","Clinton",103,"WQ"
"7/22/94","Squatrito, Dominic J.","USDC: District of Connecticut","Clinton",103,"WQsm/Qmin"
"7/23/08","Hernandez, Marco A.","USDC: District of Oregon","W. Bush",110,"Q"
"7/23/08","Melgren, Eric F.","USDC: District of Kansas","W. Bush",110,"WQ"
"7/24/08","Diamond, Paul S. (PA)","Third Circuit","W. Bush",110,"WQ"
"7/24/08","Goldberg, Mitchell S.","USDC: Eastern District of Pennsylvania","W. Bush",110,"WQ"
"7/24/08","Jones, C. Darnell II","USDC: Eastern District of Pennsylvania","W. Bush",110,"WQ"
"7/24/08","Short, Carolyn P.","USDC: Eastern District of Pennsylvania","W. Bush",110,"WQ"
"7/24/08","Slomsky, Joel H.","USDC: Eastern District of Pennsylvania","W. Bush",110,"WQsm/Qmin"
"7/24/91","Andersen, Wayne R.","USDC: Northern District of Illinois","H.W. Bush",102,"Q"
"7/24/91","Collier, Lacey A.","USDC: Northern District of Florida","H.W. Bush",102,"WQ"
"7/24/91","Conway, Anne C.","USDC: Middle District of Florida","H.W. Bush",102,"Q"
"7/24/91","Dalzell, Stewart R.","USDC: Eastern District of Pennsylvania","H.W. Bush",102,"WQ"
"7/24/91","Longstaff, Ronald E.","USDC: Southern District of Iowa","H.W. Bush",102,"WQ"
"7/24/91","Lungstrum, John W.","USDC: District of Kansas","H.W. Bush",102,"WQ"
"7/24/91","Means, Terry R.","USDC: Northern District of Texas","H.W. Bush",102,"Q"
"7/24/97","Breyer, Charles R.","USDC: Northern District of California","Clinton",105,"WQ"
"7/24/97","Damrell, Frank C. Jr.","USDC: Eastern District of California","Clinton",105,"WQsm/Qmin"
"7/24/97","Jenkins, Martin J.","USDC: Northern District of California","Clinton",105,"WQ"
"7/24/97","Rangel, Jorge C. (TX)","Fifth Circuit","Clinton",105,"WQm/Qmin"
"7/25/02","Feuerstein, Sandra J.","USDC: Eastern District of New York","W. Bush",107,"WQ"
"7/25/02","Jordan, Kent A.","USDC: District of Delaware","W. Bush",107,"WQ"
"7/25/02","White, Jeffrey S.","USDC: Northern District of California","W. Bush",107,"Qsm/WQmin"
"7/25/03","Brown, Janice R. (CA)","DC Circuit","W. Bush",108,"Qm/NQmin"
"7/25/03","Kavanaugh, Brett M. (MD)","DC Circuit","W. Bush",108,"WQsm/Qmin"
"7/25/90","Souter, David H. (NH)","Supreme Court","H.W. Bush",101,"WQ"
"7/25/91","Kavanagh, E. Michael","USDC: Northern District of New York","H.W. Bush",102,"WQsm/Qmin"
"7/25/95","Murphy, Michael R. (UT)","Tenth Circuit","Clinton",104,"WQ"
"7/26/91","Beckwirth, Sandra S.","USDC: Southern District of Ohio","H.W. Bush",102,"Qsm/NQmin"
"7/26/91","Belot, Monti L.","USDC: District of Kansas","H.W. Bush",102,"WQ"
"7/26/91","Bramlette, David C.","USDC: Southern District of Mississippi","H.W. Bush",102,"Q"
"7/26/91","Parell, Mary L.","USDC: District of New Jersey","H.W. Bush",102,"Q"
"7/26/91","Sholts, Thomas E.","USDC: Southern District of Flordia","H.W. Bush",102,"Qsm/NQmin"
"7/26/91","Waldman, Jay C. (PA)","Third Circuit","H.W. Bush",102,"WQ"
"7/26/91","Whyte, Ronald M.","USDC: Northern District of California","H.W. Bush",102,"WQ"
"7/27/00","Arguello, Christine M. (CO)","Tenth Circuit","Clinton",106,"Q"
"7/27/00","Cercone, David S.","USDC: Western District of Pennsylvania","Clinton",106,"Qsm/WQmin"
"7/27/00","Couch, Valerie K.","USDC: Western District of Oklahoma","Clinton",106,"Qm/WQmin"
"7/27/00","Johnston, Marian M.","USDC: Eastern District of California","Clinton",106,"Q"
"7/27/00","Litman, Harry P.","USDC: Western District of Pennsylvania","Clinton",106,"Q"
"7/27/99","Stewart, Brian Theodore","USDC: District of Utah","Clinton",106,"Q"
"7/27/99","Tucker, Patrese B.","USDC: Eastern District of Pennsylvania","Clinton",106,"WQm/Qmin"
"7/28/92","Vratil, Kathryn H.","USDC: District of Kansas","H.W. Bush",102,"Qsm/NQmin"
"7/29/10","Marmolejo, Marina Garcia","USDC: Southern District of Texas","Obama",111,"Q"
"7/29/92","Campbell, R. Edgar","USDC: Middle District of Georgia","H.W. Bush",102,"Q"
"7/29/92","Seybert, Joanna","USDC: Eastern District of New York","H.W. Bush",102,"Q"
"7/30/03","Saylor, F. Dennis IV","USDC: District of Massachusetts","W. Bush",108,"WQsm/Qmin"
"7/30/2015","Baxter, Susan Paradise","USDC: Western District of Pennsylvania","Obama",114,"WQ"
"7/30/2015","Bernstein, Inga S.","USDC: District of Massachusetts","Obama",114,"Qsm/NQmin"
"7/30/2015","Brown, Gary Richard","USDC: Eastern District of New York","Obama",114,"WQ"
"7/30/2015","Colville, Robert John","USDC: Western District of Pennsylvania","Obama",114,"WQsm/Qmin"
"7/30/2015","Drake, Elizabeth J.","US Court of International Trade","Obama",114,"WQ"
"7/30/2015","Groves, Jennifer Choe","US Court of International Trade","Obama",114,"Qm/NQmin"
"7/30/2015","Horan, Marilyn Jean","USDC: Western District of Pennsylvania","Obama",114,"WQ"
"7/30/2015","Katzmann, Gary Stephen","US Court of International Trade","Obama",114,"WQ"
"7/30/2015","López, Dax Eric","USDC: Northern District of Georgia","Obama",114,"Q"
"7/30/2015","Younge, John Milton","USDC: Eastern District of Pennsylvania","Obama",114,"Qsm/NQmin"
"7/30/91","Hansen, David R.","Eighth Circuit","H.W. Bush",102,"WQ"
"7/30/97","Graber, Susan Pia (OR)","Ninth Circuit","Clinton",105,"WQ"
"7/30/98","Davis, Legrome D.","USDC: Eastern District of Pennsylvania","Clinton",105,"Qm/WQmin"
"7/31/08","Barry, J. Richard","USDC: Southern District of Mississippi","W. Bush",110,"WQm/Qmin"
"7/31/08","Marcelle, Thomas","USDC: Eastern District of New York","W. Bush",110,"WQm/Qmin"
"7/31/08","Tharp, John J.  Jr.","USDC: Northern District of Illinois","W. Bush",110,"WQ"
"7/31/09","Kallon, Abdul K.","USDC: Northern District of Alabama","Obama",111,"WQm/Qmin"
"7/31/09","Nguyen, Jacqueline H.","USDC: Central District of California","Obama",111,"WQ"
"7/31/2014","Burroughs, Allison Dale","USDC: District of Massachusetts","Obama",113,"Qm/NQmin"
"7/31/2014","Mehta, Amit Priyavadan","USDC: District of Columbia","Obama",113,"Q"
"7/31/97","Bingler, John H. Jr.","USDC: Western District of Pennsylvania","Clinton",105,"WQ"
"7/31/97","Caputo, A. Richard","USDC: Middle District of Pennsylvania","Clinton",105,"Qsm/WQmin"
"7/31/97","Colman, Jeffrey D.","USDC: Northern District of Illinois","Clinton",105,"WQ"
"7/31/97","Gwin, James S.","USDC: Northern District of Ohio","Clinton",105,"WQsm/Qmin"
"7/31/97","Kauffman, Bruce W.","USDC: Eastern District of Pennsylvania","Clinton",105,"WQsm/Qmin"
"7/31/97","Marbley, Algenon L.","USDC: Southern District of Ohio","Clinton",105,"Qm/WQmin"
"7/31/97","Massiah-Jackson, Frederica A.","USDC: Eastern District of Pennsylvania","Clinton",105,"Qsm/WQmin"
"7/31/97","McCuskey, Michael Patrick","USDC: Central District of Illinois","Clinton",105,"WQ"
"7/31/97","Moreno, Carlos R.","USDC: Central District of California","Clinton",105,"WQsm/Qmin"
"7/31/97","Murphy, G. Patrick","USDC: Southern District of Illinois","Clinton",105,"Qsm/WQmin"
"7/31/97","Pallmeyer, Rebecca R.","USDC: Northern District of Illinois","Clinton",105,"Q"
"7/31/97","Polster, Dan A.","USDC: Northern District of Ohio","Clinton",105,"WQsm/Qmin"
"7/31/97","Roberts, Victoria A.","USDC: Eastern District of Michigan","Clinton",105,"WQsm/Qmin"
"7/6/04","Boyko, Christopher A.","USDC:  Northern District of Ohio","W. Bush",108,"WQ"
"7/6/04","Starrett, Keith","USDC: Southern District of Mississippi","W. Bush",108,"WQ"
"7/8/09","Berger, Irene C.","USDC: Southern District of West Virginia","Obama",111,"WQ"
"7/8/09","Lange, Roberto Antonio","USDC: District of South Dakota","Obama",111,"WQ"
"7/8/91","Thomas, Clarence","Supreme Court","H.W. Bush",102,"Qsm/NQmin"
"7/9/98","Traxler, William B. Jr. (SC)","Fourth Circuit","Clinton",105,"WQ"
"8/1/03","Townes, Sandra L.","USDC: Eastern District of New York","W. Bush",108,"WQ"
"8/1/91","Burrell, Garland E. Jr.","USDC: Eastern District of California","H.W. Bush",102,"Qsm/NQmin"
"8/1/91","Carnes, Julie E.","USDC: Northern District of Georgia","H.W. Bush",102,"Qsm/NQmin"
"8/1/91","Faber, David A.","USDC: Southern District of West Virginia","H.W. Bush",102,"Q"
"8/1/91","McCalla, Jon P.","USDC: Western District of Tennessee","H.W. Bush",102,"WQsm/Qmin"
"8/1/91","Reinhard, Philip G.","USDC: Northern District of Illinois","H.W. Bush",102,"WQ"
"8/1/95","Greer, Bruce W.","USDC: Southern District of Florida","Clinton",104,"NQsm/Qmin"
"8/10/95","Black, Bruce","USDC: District of New Mexico","Clinton",104,"Qsm/NQmin"
"8/10/95","Dlott, Susan J.","USDC: Southern District of Ohio","Clinton",104,"WQm/Qmin"
"8/10/95","Lawson, Roger H. Jr.","USDC: Middle District of Georgia","Clinton",104,"WQsm/Qmin"
"8/10/95","Tagle, Hilda","USDC: Southern District of Texas","Clinton",104,"Q"
"8/10/95","Wardlaw, Kim McLane","USDC: Central District of California","Clinton",104,"Qm/WQmin"
"8/10/95","Webber, Ernest Richard Jr.","USDC: Eastern District of Missouri","Clinton",104,"WQ"
"8/12/94","Cindrich, Robert J.","USDC: Western District of Pennsylvania","Clinton",103,"WQ"
"8/12/94","Katz, David A.","USDC: Northern District of Ohio","Clinton",103,"NQsm/Qmin"
"8/12/94","McLaughlin, Sean J.","USDC: Western District of Pennsylvania","Clinton",103,"Q"
"8/16/94","Bucklo, Elaine P.","USDC: Northern District of Illinois","Clinton",103,"WQ"
"8/16/94","Coar, David H.","USDC: Northern District of Illinois","Clinton",103,"WQsm/Qmin"
"8/16/94","Gettleman, Robert W.","USDC: Northern District of Illinois","Clinton",103,"WQ"
"8/16/94","Riley, Paul E.","USDC: Southern District of Illinois","Clinton",103,"WQsm/Qmin"
"8/2/01","Armijo, M. Christina","USDC: District of New Mexico","W. Bush",107,"Q"
"8/2/01","Bowdre, Karon O.","USDC:  Northern District of Alabama","W. Bush",107,"Q"
"8/2/01","Bunning, David L.","USDC: Eastern District of Kentucky","W. Bush",107,"NQm/Qmin"
"8/2/01","Caldwell, Karen K.","USDC: Eastern District of Kentucky","W. Bush",107,"Q"
"8/2/01","Eagan, Claire V.","USDC: Northern District of Oklahoma","W. Bush",107,"WQ"
"8/2/01","Englehardt, Kurt D.","USDC: Eastern District of Louisiana","W. Bush",107,"Q"
"8/2/01","Friot, Stephen P.","USDC: Western District of Oklahoma","W. Bush",107,"WQ"
"8/2/01","Granade, Callie V.","USDC: Southern District of Alabama","W. Bush",107,"WQ"
"8/2/01","Heaton, Joe L.","USDC: Western District of Oklahoma","W. Bush",107,"WQsm/Qmin"
"8/2/01","Hicks, Larry R.","USDC: District of Nevada","W. Bush",107,"WQ"
"8/2/01","Howard, Jeffrey R. (NH)","First Circuit","W. Bush",107,"Qsm/NQmin"
"8/2/01","Johnson, William Paul","USDC: District of New Mexico","W. Bush",107,"Q"
"8/2/01","O’Brien, Terrence L. (WY)","Tenth Circuit","W. Bush",107,"WQm/Qmin"
"8/2/01","Payne, James H.","USDC: Eastern District of Oklahoma","W. Bush",107,"WQ"
"8/2/01","Reeves, Danny C.","USDC: Eastern District of Kentucky","W. Bush",107,"Qsm/WQmin"
"8/2/02","Collyer, Rosemary M.","USDC: District of the District of Columbia","W. Bush",107,"WQ"
"8/2/02","Frost, Gregory L.","USDC: Southern District of Ohio","W. Bush",107,"WQsm/Qmin"
"8/2/02","Fuller, Mark E.","USDC: Middle District of Alabama","W. Bush",107,"Qsm/NQmin"
"8/2/02","Holwell, Richard J.","USDC: Southern District of New York","W. Bush",107,"WQ"
"8/2/02","Kugler, Robert B.","USDC: District of New Jersey","W. Bush",107,"WQ"
"8/2/02","Linares, Jose L.","USDC: District of New Jersey","W. Bush",107,"WQ"
"8/2/02","Wolfson, Freda L.","USDC: District of New Jersey","W. Bush",107,"WQ"
"8/2/06","Mauskopf, Roslynn Renee","USDC: Eastern District of New York","W. Bush",109,"Q"
"8/2/06","O’Grady, Liam","USDC: Eastern District of Virginia","W. Bush",109,"WQ"
"8/2/06","O’Neill, Lawrence Joseph","USDC: Eastern District of California","W. Bush",109,"WQ"
"8/25/94","Beaty, James A.","USDC: Middle District of North Carolina","Clinton",103,"WQ"
"8/25/94","Briones, David","USDC: Western District of Texas","Clinton",103,"Q"
"8/25/94","Gillmor, Helen W.","USDC: District of Hawaii","Clinton",103,"Qsm/NQmin"
"8/25/94","Jones, Okla II","USDC: Eastern District of Louisiana","Clinton",103,"Q"
"8/25/94","Parker, Fred I.  (VT)","Second Circuit","Clinton",103,"WQ"
"8/25/94","Porteous, G. Thomas Jr.","USDC: Eastern District of Louisiana","Clinton",103,"Q"
"8/25/94","Tait, John Reid","USDC: District of Idaho","Clinton",103,"Qsm/WQmin"
